complaint_id,complaint_text,district,local_body_type,local_body_name,ward,categories,priority_score,assigned_department,status,created_at,updated_at
CMP_03644,"We are facing difficulties in our area and need help. voltage fluctuations are damaging our home appliances electricity supply is very unreliable in this area Because of this, this is affecting health and safety of the people Immediate action would be highly appreciated.",Kozhikode,Grama Panchayath,Nochad,1,electricity,37,KL11_ELE,Resolved,13-03-2025,28-03-2025
CMP_03645,"I am writing to bring attention to an issue in our locality. the situation has become worse especially during rainy days many parts of the street are broken and causing trouble for vehicles Because of this, it is becoming difficult for residents to manage routine activities We hope this issue will be addressed at the earliest.",Thrissur,Grama Panchayath,Arattupuzha,13,road,43,KL08_ROA,Submitted,08-05-2025,08-05-2025
CMP_03646,"I would like to report a problem that has been ongoing for some time. As a result, people are facing a lot of inconvenience in daily life Immediate action would be highly appreciated.",Kottayam,Grama Panchayath,Velloor,7,revenue,64,KL05_REV,Submitted,26-09-2025,26-09-2025
CMP_03647,"I would like to report a problem that has been ongoing for some time. Because of this, it is becoming difficult for residents to manage routine activities Immediate action would be highly appreciated.",Kannur,Municipality,Panoor,16,revenue,63,KL13_REV,Submitted,11-09-2025,11-09-2025
CMP_03648,"I would like to report a problem that has been ongoing for some time. Because of this, this is affecting health and safety of the people I kindly request the concerned authorities to take necessary action as soon as possible.",Alappuzha,Grama Panchayath,Valiyakulam,18,revenue,39,KL04_REV,Resolved,22-09-2025,18-10-2025
CMP_03649,"I am writing to bring attention to an issue in our locality. waste is piling up near houses and roadsides the area has become very unhygienic and smells bad Because of this, it is becoming difficult for residents to manage routine activities Please look into this matter urgently and resolve it.",Thrissur,Municipality,Chalakudy,8,waste,46,KL08_WAS,Resolved,06-07-2025,11-07-2025
CMP_03650,"This complaint is regarding a serious problem we are facing. residents are struggling to manage daily household activities we are not getting proper water supply for the past few days Because of this, this is affecting health and safety of the people Please look into this matter urgently and resolve it.",Kottayam,Grama Panchayath,Thiruvarpu,1,water,59,KL05_WAT,Forwarded,26-02-2026,01-03-2026
CMP_03651,"I am writing to bring attention to an issue in our locality. Due to this issue, it is becoming difficult for residents to manage routine activities Please look into this matter urgently and resolve it.",Kollam,Grama Panchayath,Neendakara,18,health,39,KL02_HEA,Forwarded,29-08-2025,03-09-2025
CMP_03652,This complaint is regarding a serious problem we are facing. sometimes there is no water at all during important hours water availability has reduced significantly in our locality This has led to a situation where it is becoming difficult for residents to manage routine activities We hope this issue will be addressed at the earliest.,Palakkad,Municipality,Mannarkkad,13,water,62,KL09_WAT,Forwarded,08-06-2025,09-06-2025
CMP_03653,"I would like to report a problem that has been ongoing for some time. water availability has reduced significantly in our locality we are not getting proper water supply for the past few days Due to this issue, many families are struggling because of this situation Immediate action would be highly appreciated.",Thiruvananthapuram,Municipality,Attingal,20,water,55,KL01_WAT,Submitted,30-12-2025,30-12-2025
CMP_03654,"I am writing to bring attention to an issue in our locality. many parts of the street are broken and causing trouble for vehicles the situation has become worse especially during rainy days Due to this issue, many families are struggling because of this situation I kindly request the concerned authorities to take necessary action as soon as possible.",Kozhikode,Corporation,Kozhikode,3,"road,health",39,"KL11_ROA,KL11_HEA",Resolved,28-11-2025,15-12-2025
CMP_03655,"This complaint is regarding a serious problem we are facing. people are finding it difficult to travel due to poor road condition the roads in our area have become extremely damaged with deep potholes Due to this issue, it is becoming difficult for residents to manage routine activities Immediate action would be highly appreciated.",Idukki,Grama Panchayath,Rajakumari,15,road,54,KL06_ROA,Submitted,02-07-2025,02-07-2025
CMP_03656,We are facing difficulties in our area and need help. the situation has become worse especially during rainy days many parts of the street are broken and causing trouble for vehicles This has led to a situation where this is affecting health and safety of the people Immediate action would be highly appreciated.,Ernakulam,Municipality,Kalamassery,4,road,41,KL07_ROA,Submitted,14-09-2025,14-09-2025
CMP_03657,"This complaint is regarding a serious problem we are facing. there are frequent power cuts happening throughout the day voltage fluctuations are damaging our home appliances Because of this, people are facing a lot of inconvenience in daily life I kindly request the concerned authorities to take necessary action as soon as possible.",Thrissur,Municipality,Chalakudy,6,"electricity,revenue",54,"KL08_ELE,KL08_REV",Resolved,27-10-2025,13-11-2025
CMP_03658,"This complaint is regarding a serious problem we are facing. electricity supply is very unreliable in this area we are facing continuous outages without any notice Due to this issue, this is affecting health and safety of the people Immediate action would be highly appreciated.",Thrissur,Municipality,Guruvayur,17,electricity,41,KL08_ELE,Submitted,04-07-2025,04-07-2025
CMP_03659,This complaint is regarding a serious problem we are facing. residents are struggling to manage daily household activities we are not getting proper water supply for the past few days This has led to a situation where people are facing a lot of inconvenience in daily life Please look into this matter urgently and resolve it.,Kasaragod,Municipality,Kasaragod,11,"water,revenue",66,"KL14_WAT,KL14_REV",Submitted,19-12-2025,19-12-2025
CMP_03660,"We are facing difficulties in our area and need help. electricity supply is very unreliable in this area voltage fluctuations are damaging our home appliances As a result, this is affecting health and safety of the people Immediate action would be highly appreciated.",Ernakulam,Grama Panchayath,Karukutty,9,electricity,58,KL07_ELE,Forwarded,13-04-2025,15-04-2025
CMP_03661,"This complaint is regarding a serious problem we are facing. the roads in our area have become extremely damaged with deep potholes the situation has become worse especially during rainy days we are not getting proper water supply for the past few days residents are struggling to manage daily household activities Due to this issue, this is affecting health and safety of the people Please look into this matter urgently and resolve it.",Kannur,Corporation,Kannur,2,"road,water",72,"KL13_ROA,KL13_WAT",Submitted,29-08-2025,29-08-2025
CMP_03662,"This complaint is regarding a serious problem we are facing. many parts of the street are broken and causing trouble for vehicles the situation has become worse especially during rainy days As a result, many families are struggling because of this situation Please look into this matter urgently and resolve it.",Kasaragod,Municipality,Kanhangad,12,"health,road",80,"KL14_HEA,KL14_ROA",Forwarded,17-10-2025,20-10-2025
CMP_03663,"We are facing difficulties in our area and need help. we are not getting proper water supply for the past few days residents are struggling to manage daily household activities As a result, people are facing a lot of inconvenience in daily life Immediate action would be highly appreciated.",Kollam,Grama Panchayath,Melila,6,"water,revenue",60,"KL02_WAT,KL02_REV",Submitted,30-04-2025,30-04-2025
CMP_03664,"I would like to report a problem that has been ongoing for some time. we are not getting proper water supply for the past few days residents are struggling to manage daily household activities Due to this issue, this is affecting health and safety of the people Please look into this matter urgently and resolve it.",Malappuram,Municipality,Nilambur,5,"water,revenue",66,"KL10_WAT,KL10_REV",Resolved,14-10-2025,30-10-2025
CMP_03665,This complaint is regarding a serious problem we are facing. water availability has reduced significantly in our locality we are not getting proper water supply for the past few days This has led to a situation where this is affecting health and safety of the people Please look into this matter urgently and resolve it.,Alappuzha,Municipality,Haripad,5,water,61,KL04_WAT,Resolved,15-07-2025,06-08-2025
CMP_03666,We are facing difficulties in our area and need help. residents are struggling to manage daily household activities sometimes there is no water at all during important hours This has led to a situation where this is affecting health and safety of the people Immediate action would be highly appreciated.,Thrissur,Municipality,Chavakkad,18,"water,revenue",57,"KL08_WAT,KL08_REV",Forwarded,01-11-2025,02-11-2025
CMP_03667,"This complaint is regarding a serious problem we are facing. water availability has reduced significantly in our locality residents are struggling to manage daily household activities sanitation services are not working properly waste is piling up near houses and roadsides Due to this issue, people are facing a lot of inconvenience in daily life Immediate action would be highly appreciated.",Pathanamthitta,Grama Panchayath,Thannithode,8,"water,waste",62,"KL03_WAT,KL03_WAS",Resolved,10-06-2025,16-06-2025
CMP_03668,"I would like to report a problem that has been ongoing for some time. electricity supply is very unreliable in this area we are facing continuous outages without any notice the roads in our area have become extremely damaged with deep potholes people are finding it difficult to travel due to poor road condition As a result, many families are struggling because of this situation We hope this issue will be addressed at the earliest.",Kottayam,Grama Panchayath,Kurichi,10,"electricity,road",58,"KL05_ELE,KL05_ROA",Submitted,19-12-2025,19-12-2025
CMP_03669,"We are facing difficulties in our area and need help. Because of this, it is becoming difficult for residents to manage routine activities I kindly request the concerned authorities to take necessary action as soon as possible.",Idukki,Municipality,Thodupuzha,12,health,39,KL06_HEA,Submitted,08-12-2025,08-12-2025
CMP_03670,We are facing difficulties in our area and need help. there are frequent power cuts happening throughout the day we are facing continuous outages without any notice the area has become very unhygienic and smells bad waste is piling up near houses and roadsides This has led to a situation where many families are struggling because of this situation Immediate action would be highly appreciated.,Kannur,Grama Panchayath,Thirumeni,11,"electricity,waste",69,"KL13_ELE,KL13_WAS",Forwarded,17-07-2025,21-07-2025
CMP_03671,"We are facing difficulties in our area and need help. sometimes there is no water at all during important hours we are not getting proper water supply for the past few days As a result, people are facing a lot of inconvenience in daily life Please look into this matter urgently and resolve it.",Thiruvananthapuram,Grama Panchayath,Athiyannur,8,water,67,KL01_WAT,Resolved,21-04-2025,08-05-2025
CMP_03672,"We are facing difficulties in our area and need help. the area has become very unhygienic and smells bad waste is piling up near houses and roadsides Due to this issue, this is affecting health and safety of the people We hope this issue will be addressed at the earliest.",Palakkad,Grama Panchayath,Kodumbu,4,waste,38,KL09_WAS,Submitted,03-08-2025,03-08-2025
CMP_03673,"I am writing to bring attention to an issue in our locality. As a result, many families are struggling because of this situation I kindly request the concerned authorities to take necessary action as soon as possible.",Kannur,Grama Panchayath,Thirumeni,15,health,63,KL13_HEA,Submitted,03-03-2025,03-03-2025
CMP_03674,"I am writing to bring attention to an issue in our locality. people are finding it difficult to travel due to poor road condition many parts of the street are broken and causing trouble for vehicles water availability has reduced significantly in our locality we are not getting proper water supply for the past few days Because of this, this is affecting health and safety of the people I kindly request the concerned authorities to take necessary action as soon as possible.",Alappuzha,Municipality,Mavelikkara,16,"road,water",59,"KL04_ROA,KL04_WAT",Forwarded,16-01-2026,20-01-2026
CMP_03675,"We are facing difficulties in our area and need help. the situation has become worse especially during rainy days many parts of the street are broken and causing trouble for vehicles Because of this, this is affecting health and safety of the people Please look into this matter urgently and resolve it.",Idukki,Grama Panchayath,Kumaramangalam,7,road,50,KL06_ROA,Resolved,22-10-2025,26-10-2025
CMP_03676,I would like to report a problem that has been ongoing for some time. residents are struggling to manage daily household activities sometimes there is no water at all during important hours This has led to a situation where many families are struggling because of this situation Immediate action would be highly appreciated.,Malappuram,Grama Panchayath,Kattippara,13,water,55,KL10_WAT,Submitted,10-12-2025,10-12-2025
CMP_03677,"This complaint is regarding a serious problem we are facing. Because of this, many families are struggling because of this situation Please look into this matter urgently and resolve it.",Kannur,Grama Panchayath,Narath,1,"health,revenue",71,"KL13_HEA,KL13_REV",Forwarded,15-04-2025,16-04-2025
CMP_03678,"This complaint is regarding a serious problem we are facing. the situation has become worse especially during rainy days many parts of the street are broken and causing trouble for vehicles electricity supply is very unreliable in this area we are facing continuous outages without any notice Due to this issue, it is becoming difficult for residents to manage routine activities Please look into this matter urgently and resolve it.",Thrissur,Grama Panchayath,Vallachira,19,"road,electricity",57,"KL08_ROA,KL08_ELE",Submitted,05-04-2025,05-04-2025
CMP_03679,"I am writing to bring attention to an issue in our locality. As a result, people are facing a lot of inconvenience in daily life I kindly request the concerned authorities to take necessary action as soon as possible.",Kasaragod,Municipality,Kasaragod,15,health,71,KL14_HEA,Resolved,27-12-2025,31-12-2025
CMP_03680,"We are facing difficulties in our area and need help. water availability has reduced significantly in our locality we are not getting proper water supply for the past few days As a result, this is affecting health and safety of the people Immediate action would be highly appreciated.",Alappuzha,Municipality,Haripad,9,water,67,KL04_WAT,Submitted,27-01-2026,27-01-2026
CMP_03681,"We are facing difficulties in our area and need help. waste is piling up near houses and roadsides garbage has not been collected for many days Because of this, this is affecting health and safety of the people We hope this issue will be addressed at the earliest.",Kozhikode,Municipality,Ramanattukara,16,waste,43,KL11_WAS,Resolved,13-07-2025,12-08-2025
CMP_03682,"We are facing difficulties in our area and need help. Because of this, it is becoming difficult for residents to manage routine activities Please look into this matter urgently and resolve it.",Pathanamthitta,Municipality,Adoor,18,"health,revenue",66,"KL03_HEA,KL03_REV",Forwarded,20-03-2025,25-03-2025
CMP_03683,"This complaint is regarding a serious problem we are facing. voltage fluctuations are damaging our home appliances electricity supply is very unreliable in this area As a result, people are facing a lot of inconvenience in daily life I kindly request the concerned authorities to take necessary action as soon as possible.",Ernakulam,Grama Panchayath,Nayarambalam,5,"electricity,revenue",37,"KL07_ELE,KL07_REV",Forwarded,13-04-2025,18-04-2025
CMP_03684,"We are facing difficulties in our area and need help. garbage has not been collected for many days sanitation services are not working properly As a result, people are facing a lot of inconvenience in daily life We hope this issue will be addressed at the earliest.",Kottayam,Grama Panchayath,Panachikkad,6,waste,67,KL05_WAS,Forwarded,23-08-2025,25-08-2025
CMP_03685,"I would like to report a problem that has been ongoing for some time. sanitation services are not working properly garbage has not been collected for many days the roads in our area have become extremely damaged with deep potholes people are finding it difficult to travel due to poor road condition As a result, many families are struggling because of this situation I kindly request the concerned authorities to take necessary action as soon as possible.",Thrissur,Grama Panchayath,Arattupuzha,3,"waste,road",48,"KL08_WAS,KL08_ROA",Submitted,03-09-2025,03-09-2025
CMP_03686,"This complaint is regarding a serious problem we are facing. there are frequent power cuts happening throughout the day we are facing continuous outages without any notice many parts of the street are broken and causing trouble for vehicles the situation has become worse especially during rainy days As a result, it is becoming difficult for residents to manage routine activities Please look into this matter urgently and resolve it.",Kasaragod,Grama Panchayath,Madhur,9,"electricity,road",59,"KL14_ELE,KL14_ROA",Submitted,25-12-2025,25-12-2025
CMP_03687,"We are facing difficulties in our area and need help. waste is piling up near houses and roadsides the area has become very unhygienic and smells bad we are facing continuous outages without any notice voltage fluctuations are damaging our home appliances Due to this issue, people are facing a lot of inconvenience in daily life Please look into this matter urgently and resolve it.",Wayanad,Grama Panchayath,Kottathara,11,"waste,electricity",60,"KL12_WAS,KL12_ELE",Resolved,06-07-2025,17-07-2025
CMP_03688,"This complaint is regarding a serious problem we are facing. water availability has reduced significantly in our locality sometimes there is no water at all during important hours Because of this, many families are struggling because of this situation Please look into this matter urgently and resolve it.",Kollam,Municipality,Kottarakkara,9,water,50,KL02_WAT,Forwarded,12-05-2025,13-05-2025
CMP_03689,"I am writing to bring attention to an issue in our locality. many parts of the street are broken and causing trouble for vehicles people are finding it difficult to travel due to poor road condition As a result, many families are struggling because of this situation Please look into this matter urgently and resolve it.",Thiruvananthapuram,Corporation,Thiruvananthapuram,15,road,50,KL01_ROA,Submitted,12-02-2026,12-02-2026
CMP_03690,"I am writing to bring attention to an issue in our locality. the situation has become worse especially during rainy days people are finding it difficult to travel due to poor road condition Because of this, many families are struggling because of this situation Please look into this matter urgently and resolve it.",Kottayam,Municipality,Ettumanoor,17,road,48,KL05_ROA,Resolved,03-05-2025,11-05-2025
CMP_03691,We are facing difficulties in our area and need help. voltage fluctuations are damaging our home appliances we are facing continuous outages without any notice garbage has not been collected for many days sanitation services are not working properly This has led to a situation where it is becoming difficult for residents to manage routine activities Immediate action would be highly appreciated.,Idukki,Grama Panchayath,Kamakshy,1,"electricity,waste",73,"KL06_ELE,KL06_WAS",Resolved,24-09-2025,05-10-2025
CMP_03692,"I would like to report a problem that has been ongoing for some time. the roads in our area have become extremely damaged with deep potholes people are finding it difficult to travel due to poor road condition As a result, it is becoming difficult for residents to manage routine activities Immediate action would be highly appreciated.",Thrissur,Municipality,Pavaratty,6,"road,health",76,"KL08_ROA,KL08_HEA",Resolved,11-08-2025,09-09-2025
CMP_03693,"I am writing to bring attention to an issue in our locality. sanitation services are not working properly waste is piling up near houses and roadsides Because of this, people are facing a lot of inconvenience in daily life Immediate action would be highly appreciated.",Kollam,Corporation,Kollam,11,"waste,health",76,"KL02_WAS,KL02_HEA",Resolved,01-10-2025,23-10-2025
CMP_03694,"This complaint is regarding a serious problem we are facing. we are facing continuous outages without any notice voltage fluctuations are damaging our home appliances Due to this issue, it is becoming difficult for residents to manage routine activities Immediate action would be highly appreciated.",Kozhikode,Municipality,Payyoli,2,"health,electricity",71,"KL11_HEA,KL11_ELE",Submitted,03-09-2025,03-09-2025
CMP_03695,"We are facing difficulties in our area and need help. electricity supply is very unreliable in this area there are frequent power cuts happening throughout the day Due to this issue, it is becoming difficult for residents to manage routine activities Please look into this matter urgently and resolve it.",Malappuram,Grama Panchayath,Pulikkal,7,electricity,52,KL10_ELE,Resolved,18-01-2026,02-02-2026
CMP_03696,"We are facing difficulties in our area and need help. the roads in our area have become extremely damaged with deep potholes the situation has become worse especially during rainy days Because of this, many families are struggling because of this situation We hope this issue will be addressed at the earliest.",Thiruvananthapuram,Grama Panchayath,Pallichal,3,road,45,KL01_ROA,Resolved,21-04-2025,20-05-2025
CMP_03697,"I would like to report a problem that has been ongoing for some time. As a result, it is becoming difficult for residents to manage routine activities I kindly request the concerned authorities to take necessary action as soon as possible.",Ernakulam,Corporation,Kochi,3,health,43,KL07_HEA,Resolved,01-12-2025,18-12-2025
CMP_03698,We are facing difficulties in our area and need help. voltage fluctuations are damaging our home appliances we are facing continuous outages without any notice people are finding it difficult to travel due to poor road condition the situation has become worse especially during rainy days This has led to a situation where many families are struggling because of this situation Immediate action would be highly appreciated.,Kasaragod,Grama Panchayath,Bellur,5,"electricity,road",69,"KL14_ELE,KL14_ROA",Submitted,30-04-2025,30-04-2025
CMP_03699,"I would like to report a problem that has been ongoing for some time. As a result, this is affecting health and safety of the people Immediate action would be highly appreciated.",Thiruvananthapuram,Corporation,Thiruvananthapuram,4,health,51,KL01_HEA,Forwarded,21-09-2025,24-09-2025
CMP_03700,I am writing to bring attention to an issue in our locality. the area has become very unhygienic and smells bad garbage has not been collected for many days This has led to a situation where people are facing a lot of inconvenience in daily life We hope this issue will be addressed at the earliest.,Ernakulam,Corporation,Kochi,6,waste,38,KL07_WAS,Resolved,11-11-2025,30-11-2025
CMP_03701,This complaint is regarding a serious problem we are facing. residents are struggling to manage daily household activities sometimes there is no water at all during important hours This has led to a situation where people are facing a lot of inconvenience in daily life I kindly request the concerned authorities to take necessary action as soon as possible.,Kollam,Grama Panchayath,Puthoor,2,"revenue,water",62,"KL02_REV,KL02_WAT",Resolved,08-02-2026,19-02-2026
CMP_03702,"We are facing difficulties in our area and need help. the roads in our area have become extremely damaged with deep potholes people are finding it difficult to travel due to poor road condition Due to this issue, many families are struggling because of this situation Immediate action would be highly appreciated.",Ernakulam,Municipality,Perumbavoor,18,road,45,KL07_ROA,Forwarded,24-07-2025,25-07-2025
CMP_03703,"I would like to report a problem that has been ongoing for some time. electricity supply is very unreliable in this area there are frequent power cuts happening throughout the day As a result, it is becoming difficult for residents to manage routine activities We hope this issue will be addressed at the earliest.",Wayanad,Municipality,Sulthan Bathery,12,"revenue,electricity",72,"KL12_REV,KL12_ELE",Submitted,14-06-2025,14-06-2025
CMP_03704,"This complaint is regarding a serious problem we are facing. residents are struggling to manage daily household activities sometimes there is no water at all during important hours As a result, this is affecting health and safety of the people I kindly request the concerned authorities to take necessary action as soon as possible.",Kollam,Grama Panchayath,Aryankavu,2,water,67,KL02_WAT,Submitted,15-11-2025,15-11-2025
CMP_03705,"We are facing difficulties in our area and need help. sanitation services are not working properly the area has become very unhygienic and smells bad As a result, it is becoming difficult for residents to manage routine activities Immediate action would be highly appreciated.",Pathanamthitta,Grama Panchayath,Chittar,17,"waste,revenue",63,"KL03_WAS,KL03_REV",Resolved,10-04-2025,28-04-2025
CMP_03706,We are facing difficulties in our area and need help. we are not getting proper water supply for the past few days sometimes there is no water at all during important hours This has led to a situation where many families are struggling because of this situation We hope this issue will be addressed at the earliest.,Wayanad,Municipality,Kalpetta,19,water,67,KL12_WAT,Submitted,05-04-2025,05-04-2025
CMP_03707,"We are facing difficulties in our area and need help. many parts of the street are broken and causing trouble for vehicles the roads in our area have become extremely damaged with deep potholes Because of this, it is becoming difficult for residents to manage routine activities I kindly request the concerned authorities to take necessary action as soon as possible.",Idukki,Municipality,Thodupuzha,11,road,50,KL06_ROA,Forwarded,04-12-2025,06-12-2025
CMP_03708,"We are facing difficulties in our area and need help. waste is piling up near houses and roadsides sanitation services are not working properly many parts of the street are broken and causing trouble for vehicles the situation has become worse especially during rainy days Because of this, many families are struggling because of this situation I kindly request the concerned authorities to take necessary action as soon as possible.",Wayanad,Municipality,Kalpetta,2,"waste,road",45,"KL12_WAS,KL12_ROA",Resolved,13-03-2025,24-03-2025
CMP_03709,We are facing difficulties in our area and need help. This has led to a situation where it is becoming difficult for residents to manage routine activities Immediate action would be highly appreciated.,Palakkad,Municipality,Pattambi,3,"revenue,health",62,"KL09_REV,KL09_HEA",Resolved,25-01-2026,22-02-2026
CMP_03710,"We are facing difficulties in our area and need help. we are facing continuous outages without any notice electricity supply is very unreliable in this area the roads in our area have become extremely damaged with deep potholes the situation has become worse especially during rainy days Because of this, many families are struggling because of this situation We hope this issue will be addressed at the earliest.",Alappuzha,Municipality,Chengannur,10,"electricity,road",74,"KL04_ELE,KL04_ROA",Resolved,31-01-2026,05-02-2026
CMP_03711,This complaint is regarding a serious problem we are facing. the area has become very unhygienic and smells bad garbage has not been collected for many days This has led to a situation where it is becoming difficult for residents to manage routine activities We hope this issue will be addressed at the earliest.,Malappuram,Grama Panchayath,Maranchery,11,"health,waste",51,"KL10_HEA,KL10_WAS",Resolved,29-10-2025,18-11-2025
CMP_03712,"This complaint is regarding a serious problem we are facing. sanitation services are not working properly waste is piling up near houses and roadsides Due to this issue, many families are struggling because of this situation Immediate action would be highly appreciated.",Alappuzha,Municipality,Alappuzha,10,waste,55,KL04_WAS,Forwarded,02-12-2025,06-12-2025
CMP_03713,We are facing difficulties in our area and need help. the area has become very unhygienic and smells bad sanitation services are not working properly This has led to a situation where people are facing a lot of inconvenience in daily life We hope this issue will be addressed at the earliest.,Kollam,Municipality,Karunagappally,17,waste,63,KL02_WAS,Submitted,22-11-2025,22-11-2025
CMP_03714,"I am writing to bring attention to an issue in our locality. electricity supply is very unreliable in this area there are frequent power cuts happening throughout the day As a result, it is becoming difficult for residents to manage routine activities Please look into this matter urgently and resolve it.",Kottayam,Grama Panchayath,Kurichi,11,electricity,37,KL05_ELE,Submitted,15-07-2025,15-07-2025
CMP_03715,"This complaint is regarding a serious problem we are facing. we are facing continuous outages without any notice there are frequent power cuts happening throughout the day Due to this issue, many families are struggling because of this situation We hope this issue will be addressed at the earliest.",Pathanamthitta,Grama Panchayath,Elanthoor,12,electricity,66,KL03_ELE,Submitted,20-12-2025,20-12-2025
CMP_03716,"This complaint is regarding a serious problem we are facing. residents are struggling to manage daily household activities we are not getting proper water supply for the past few days garbage has not been collected for many days waste is piling up near houses and roadsides As a result, people are facing a lot of inconvenience in daily life Immediate action would be highly appreciated.",Kasaragod,Grama Panchayath,Enmakaje,12,"water,waste",62,"KL14_WAT,KL14_WAS",Resolved,30-10-2025,15-11-2025
CMP_03717,I am writing to bring attention to an issue in our locality. we are facing continuous outages without any notice there are frequent power cuts happening throughout the day This has led to a situation where this is affecting health and safety of the people We hope this issue will be addressed at the earliest.,Wayanad,Grama Panchayath,Kottathara,17,electricity,50,KL12_ELE,Forwarded,29-03-2025,02-04-2025
CMP_03718,"I would like to report a problem that has been ongoing for some time. Because of this, people are facing a lot of inconvenience in daily life Please look into this matter urgently and resolve it.",Kasaragod,Grama Panchayath,Kodombelur,1,revenue,51,KL14_REV,Resolved,09-02-2026,02-03-2026
CMP_03719,"I would like to report a problem that has been ongoing for some time. we are not getting proper water supply for the past few days residents are struggling to manage daily household activities As a result, many families are struggling because of this situation Immediate action would be highly appreciated.",Kottayam,Grama Panchayath,Velloor,19,"health,water",59,"KL05_HEA,KL05_WAT",Resolved,07-02-2026,25-02-2026
CMP_03720,"I would like to report a problem that has been ongoing for some time. garbage has not been collected for many days waste is piling up near houses and roadsides residents are struggling to manage daily household activities we are not getting proper water supply for the past few days Because of this, this is affecting health and safety of the people We hope this issue will be addressed at the earliest.",Alappuzha,Municipality,Cherthala,10,"waste,water",57,"KL04_WAS,KL04_WAT",Resolved,02-10-2025,28-10-2025
CMP_03721,"I am writing to bring attention to an issue in our locality. electricity supply is very unreliable in this area there are frequent power cuts happening throughout the day As a result, it is becoming difficult for residents to manage routine activities I kindly request the concerned authorities to take necessary action as soon as possible.",Idukki,Grama Panchayath,Adimali,20,"revenue,electricity",72,"KL06_REV,KL06_ELE",Submitted,05-02-2026,05-02-2026
CMP_03722,I would like to report a problem that has been ongoing for some time. garbage has not been collected for many days the area has become very unhygienic and smells bad This has led to a situation where people are facing a lot of inconvenience in daily life We hope this issue will be addressed at the earliest.,Kasaragod,Municipality,Nileshwar,9,waste,41,KL14_WAS,Forwarded,26-05-2025,29-05-2025
CMP_03723,"I would like to report a problem that has been ongoing for some time. we are not getting proper water supply for the past few days water availability has reduced significantly in our locality the area has become very unhygienic and smells bad garbage has not been collected for many days Due to this issue, this is affecting health and safety of the people We hope this issue will be addressed at the earliest.",Alappuzha,Grama Panchayath,Kodamthuruth,14,"water,waste",71,"KL04_WAT,KL04_WAS",Submitted,17-03-2025,17-03-2025
CMP_03724,"I would like to report a problem that has been ongoing for some time. the roads in our area have become extremely damaged with deep potholes the situation has become worse especially during rainy days Due to this issue, it is becoming difficult for residents to manage routine activities Please look into this matter urgently and resolve it.",Alappuzha,Grama Panchayath,Thiruvanvandoor,19,"health,road",76,"KL04_HEA,KL04_ROA",Submitted,04-07-2025,04-07-2025
CMP_03725,I am writing to bring attention to an issue in our locality. sometimes there is no water at all during important hours water availability has reduced significantly in our locality This has led to a situation where it is becoming difficult for residents to manage routine activities Please look into this matter urgently and resolve it.,Idukki,Municipality,Kattappana,16,water,61,KL06_WAT,Submitted,06-02-2026,06-02-2026
CMP_03726,"I am writing to bring attention to an issue in our locality. waste is piling up near houses and roadsides the area has become very unhygienic and smells bad Because of this, people are facing a lot of inconvenience in daily life We hope this issue will be addressed at the earliest.",Kollam,Municipality,Kottarakkara,16,waste,41,KL02_WAS,Forwarded,03-05-2025,08-05-2025
CMP_03727,"I am writing to bring attention to an issue in our locality. Because of this, it is becoming difficult for residents to manage routine activities We hope this issue will be addressed at the earliest.",Idukki,Municipality,Kattappana,6,"revenue,health",49,"KL06_REV,KL06_HEA",Submitted,29-04-2025,29-04-2025
CMP_03728,"We are facing difficulties in our area and need help. the roads in our area have become extremely damaged with deep potholes the situation has become worse especially during rainy days As a result, this is affecting health and safety of the people Please look into this matter urgently and resolve it.",Pathanamthitta,Grama Panchayath,Ranni,19,road,45,KL03_ROA,Forwarded,02-09-2025,07-09-2025
CMP_03729,"We are facing difficulties in our area and need help. Because of this, many families are struggling because of this situation We hope this issue will be addressed at the earliest.",Ernakulam,Corporation,Kochi,16,revenue,59,KL07_REV,Submitted,28-02-2026,28-02-2026
CMP_03730,"We are facing difficulties in our area and need help. we are facing continuous outages without any notice voltage fluctuations are damaging our home appliances Due to this issue, many families are struggling because of this situation Please look into this matter urgently and resolve it.",Ernakulam,Grama Panchayath,Mulamthuruthy,5,electricity,57,KL07_ELE,Forwarded,04-01-2026,05-01-2026
CMP_03731,"We are facing difficulties in our area and need help. we are facing continuous outages without any notice voltage fluctuations are damaging our home appliances As a result, it is becoming difficult for residents to manage routine activities We hope this issue will be addressed at the earliest.",Kasaragod,Grama Panchayath,Kodombelur,6,"health,electricity",66,"KL14_HEA,KL14_ELE",Resolved,13-02-2026,25-02-2026
CMP_03732,"We are facing difficulties in our area and need help. there are frequent power cuts happening throughout the day we are facing continuous outages without any notice water availability has reduced significantly in our locality we are not getting proper water supply for the past few days As a result, this is affecting health and safety of the people I kindly request the concerned authorities to take necessary action as soon as possible.",Alappuzha,Grama Panchayath,Mararikulam South,18,"electricity,water",74,"KL04_ELE,KL04_WAT",Forwarded,15-09-2025,16-09-2025
CMP_03733,"This complaint is regarding a serious problem we are facing. water availability has reduced significantly in our locality residents are struggling to manage daily household activities there are frequent power cuts happening throughout the day electricity supply is very unreliable in this area Due to this issue, it is becoming difficult for residents to manage routine activities Immediate action would be highly appreciated.",Idukki,Municipality,Thodupuzha,2,"water,electricity",68,"KL06_WAT,KL06_ELE",Forwarded,14-02-2026,18-02-2026
